1	500000	0.00256705
0.99996	25000	0.00132394
0.99997	33333.3	0.00278306
0.99998	49997.7	0.00253081
0.99999	99326.2	0.00256109
1.00001	1.47409e+07	0.00253391
1.00002	1.10116e+09	0.00256991
1.00003	1.08943e+11	0.00259805
1.00004	1.21243e+13	0.00253606
1.00006	1.77948e+17	0.00256181
1.00008	2.93761e+21	0.00252986
1.0001	5.17176e+25	0.00260901
1.00012	9.48253e+29	0.00252914
1.00014	1.78796e+34	0.00256801
1.00016	3.4408e+38	0.00253606
1.00018	6.72533e+42	0.00256491
1.0002	1.33069e+47	0.0025239
1.00022	2.65899e+51	0.00261807
1.00024	5.35641e+55	0.00252986
1.00026	1.08635e+60	0.00256801
1.00028	2.21594e+64	0.0025301
1.0003	4.54236e+68	0.00257206
