1	500000	0.00131416
0.99996	25000	0.00273895
0.99997	33333.3	0.00153589
0.99998	49997.7	0.00245905
0.99999	99326.2	0.00153804
1.00001	1.47409e+07	0.00269198
1.00002	1.10116e+09	0.00253415
1.00003	1.08943e+11	0.002563
1.00004	1.21243e+13	0.00252795
1.00006	1.77948e+17	0.00257182
1.00008	2.93761e+21	0.00252509
1.0001	5.17176e+25	0.00256896
1.00012	9.48253e+29	0.00252795
1.00014	1.78796e+34	0.00260592
1.00016	3.4408e+38	0.00252914
1.00018	6.72533e+42	0.00257206
1.0002	1.33069e+47	0.00252199
1.00022	2.65899e+51	0.00256705
1.00024	5.35641e+55	0.00252795
1.00026	1.08635e+60	0.00256395
1.00028	2.21594e+64	0.00253701
1.0003	4.54236e+68	0.00260615
