1	1.5e+06	1.78814e-05	0.000936985
0.99996	25000	5.00679e-06	0.000961065
0.99997	33333.3	5.00679e-06	0.000937939
0.99998	50000	5.00679e-06	0.000940084
0.99999	100000	4.05312e-06	0.000938177
1.00001	3.26877e+11	5.00679e-06	0.000938892
1.00002	5.34163e+17	8.10623e-06	0.000945091
1.00003	1.16369e+24	5.00679e-06	0.000936985
1.00004	2.85159e+30	5.00679e-06	0.000948906
1.00006	2.02852e+43	4.05312e-06	0.000944853
1.00008	1.62242e+56	5.00679e-06	0.000937939
1.0001	1.3833e+69	4.05312e-06	0.000938892
1.00012	1.22782e+82	4.05312e-06	0.000936985
1.00014	1.12029e+95	3.8147e-06	0.000939846
1.00016	1.04284e+108	5.00679e-06	0.000937939
1.00018	9.85566e+120	6.91414e-06	0.000941038
1.0002	9.42513e+133	4.05312e-06	0.000937939
1.00022	9.099e+146	4.05312e-06	0.000939131
1.00024	8.85205e+159	4.05312e-06	0.000944138
1.00026	8.66682e+172	5.00679e-06	0.000944138
1.00028	8.53086e+185	3.8147e-06	0.000938177
1.0003	8.43503e+198	3.8147e-06	0.000941992
