1	1.5e+06	0.00098896	0.000617027
0.99996	25000	6.19888e-06	0.000570059
0.99997	33333.3	5.00679e-06	0.000571966
0.99998	50000	5.96046e-06	0.000573158
0.99999	100000	5.00679e-06	0.000591993
1.00001	3.26877e+11	1.5974e-05	0.000576973
1.00002	5.34163e+17	9.05991e-06	0.000715017
1.00003	1.16369e+24	5.00679e-06	0.000607967
1.00004	2.85159e+30	5.96046e-06	0.000566006
1.00006	2.02852e+43	5.96046e-06	0.000592947
1.00008	1.62242e+56	5.96046e-06	0.000599861
1.0001	1.3833e+69	5.96046e-06	0.000566006
1.00012	1.22782e+82	1.21593e-05	0.000571012
1.00014	1.12029e+95	5.00679e-06	0.000597
1.00016	1.04284e+108	7.15256e-06	0.00057292
1.00018	9.85566e+120	1.62125e-05	0.000573874
1.0002	9.42513e+133	5.00679e-06	0.000616074
1.00022	9.099e+146	5.00679e-06	0.00056386
1.00024	8.85205e+159	5.00679e-06	0.000574112
1.00026	8.66682e+172	5.00679e-06	0.000573158
1.00028	8.53086e+185	5.96046e-06	0.000585079
1.0003	8.43503e+198	5.00679e-06	0.000700951
