1	1e+06	0.00266814
0.99996	25000	0.00522804
0.99997	33333.3	0.00336695
0.99998	50000	0.00543308
0.99999	99995.5	0.00503707
1.00001	2.20244e+09	0.00513816
1.00002	2.42534e+13	0.00504589
1.00003	3.56056e+17	0.00504708
1.00004	5.87993e+21	0.00507808
1.00006	1.89992e+30	0.00505209
1.00008	6.90365e+38	0.00504589
1.0001	2.67471e+47	0.00509501
1.00012	1.07902e+56	0.00503612
1.00014	4.47552e+64	0.00504398
1.00016	1.89426e+73	0.00513005
1.00018	8.14141e+81	0.00509214
1.0002	3.54145e+90	0.00503993
1.00022	1.55545e+99	0.00504398
1.00024	6.88587e+107	0.00508595
1.00026	3.06842e+116	0.00521302
1.00028	1.37491e+125	0.00266004
1.0003	6.1899e+133	0.00531006
